Anime,Genre
My Wife Is the Student Council President!,Sudden Girlfriend Appearance
My Wife Is the Student Council President!,Based on a Manga
My Wife Is the Student Council President!,Nudity
My Wife Is the Student Council President!,
My Wife Is the Student Council President!,Sexual Content
Candy Boy EX02,GL
Candy Boy EX02,Shoujo-ai
Candy Boy EX02,Slice of Life
Candy Boy EX02,Siblings
Candy Boy EX02,Sister Complex
Tekkamen wo Oe! D'Artagnan Monogatari Yori,Adventure
Tekkamen wo Oe! D'Artagnan Monogatari Yori,Based on a Novel
We Rent Tsukumogami,Feudal Japan
We Rent Tsukumogami,Historical
We Rent Tsukumogami,Japanese Mythology
We Rent Tsukumogami,Mysterious Shop
We Rent Tsukumogami,Siblings
We Rent Tsukumogami,Supernatural
We Rent Tsukumogami,Youkai
We Rent Tsukumogami,Based on a Novel
Ties,Drama
Ties,Melancholy
Ties,Natural Disaster
Ties,Supernatural
"Ore, Tsushima (Web)",Comedy
"Ore, Tsushima (Web)",Seinen
"Ore, Tsushima (Web)",Slice of Life
"Ore, Tsushima (Web)",Animal Protagonists
"Ore, Tsushima (Web)",Cats
"Ore, Tsushima (Web)",Chibi
"Ore, Tsushima (Web)",Non-Human Protagonists
"Ore, Tsushima (Web)",Pets
"Ore, Tsushima (Web)",Short Episodes
"Ore, Tsushima (Web)",Based on a Manga
RDG: Red Data Girl,Shounen
RDG: Red Data Girl,Japanese Mythology
RDG: Red Data Girl,Supernatural
RDG: Red Data Girl,Based on a Light Novel
Ganbare! Kickers,Shounen
Ganbare! Kickers,Sports
Ganbare! Kickers,Soccer
Ganbare! Kickers,Based on a Manga
The Severing Crime Edge,Fantasy
The Severing Crime Edge,Seinen
The Severing Crime Edge,High Stakes Games
The Severing Crime Edge,Based on a Manga
"Ikkitousen: Great Guardians: Battle Tour Club, Sexy Cosplay",Ecchi
"Ikkitousen: Great Guardians: Battle Tour Club, Sexy Cosplay",Hand to Hand Combat
"Ikkitousen: Great Guardians: Battle Tour Club, Sexy Cosplay",Panty Shots
"Ikkitousen: Great Guardians: Battle Tour Club, Sexy Cosplay",Nudity
Sakura Wars TV,Action
Sakura Wars TV,Sci Fi
Sakura Wars TV,Acting
Sakura Wars TV,Demons
Sakura Wars TV,Historical
Sakura Wars TV,Power Suits
Sakura Wars TV,Psychic Powers
Sakura Wars TV,Based on a Video Game
Sakura Wars TV,Violence
Poo-neko,Comedy
Poo-neko,Seinen
Poo-neko,Cats
Poo-neko,Short Episodes
Poo-neko,Based on a 4-Koma Manga
Poo-neko,Based on a Manga
Poo-neko,Flash Animation
Bikkuriman Kids: Theme Fighter Nyander,Family Friendly
Bikkuriman Kids: Theme Fighter Nyander,Promotional
Bikkuriman Kids: Theme Fighter Nyander,Short Episodes
OTMGirls kara Retsuko ni Present ga Aru no!,Animal Protagonists
OTMGirls kara Retsuko ni Present ga Aru no!,Anthropomorphic
OTMGirls kara Retsuko ni Present ga Aru no!,Non-Human Protagonists
Mayoi Neko Overrun! Specials,Comedy
Mayoi Neko Overrun! Specials,Ecchi
Mayoi Neko Overrun! Specials,Slice of Life
Mayoi Neko Overrun! Specials,Chibi
Mayoi Neko Overrun! Specials,Based on a Light Novel
Akita Kenritsu Iburi Gakkou Chuutou-bu,Comedy
Akita Kenritsu Iburi Gakkou Chuutou-bu,Promotional
Akita Kenritsu Iburi Gakkou Chuutou-bu,Short Episodes
Minami no Shima no Hanayome-san,Minna no Uta
Tosca,Abstract
Tosca,Based on a Song
Tosca,Shorts
Oi-san to 40 no Monogatari,Animal Protagonists
Oi-san to 40 no Monogatari,Cats
Oi-san to 40 no Monogatari,Non-Human Protagonists
Oi-san to 40 no Monogatari,Short Episodes
Hayan Ma-eum Baeggu,Adventure
Hayan Ma-eum Baeggu,Dogs
Hayan Ma-eum Baeggu,Korean Animation
Yuuyake Banchou,Action
Yuuyake Banchou,Short Episodes
Akuei to Gacchinpo,Comedy
Akuei to Gacchinpo,Crude
Akuei to Gacchinpo,Family Friendly
Don't Cry,Action
Don't Cry,Sci Fi
Don't Cry,Dystopia
Don't Cry,Robots
Don't Cry,Shorts
Don't Cry,Thriller
Don't Cry,CG Animation
Don't Cry,Original Work
Gou-Q-Chouji Ikkiman,Sci Fi
Gou-Q-Chouji Ikkiman,Shounen
Gou-Q-Chouji Ikkiman,Sports
Gou-Q-Chouji Ikkiman,Aliens
Gou-Q-Chouji Ikkiman,Tournaments
Gou-Q-Chouji Ikkiman,Original Work
"RESTOL, The Special Rescue Squad",Action
"RESTOL, The Special Rescue Squad",Adventure
"RESTOL, The Special Rescue Squad",Mecha
"RESTOL, The Special Rescue Squad",Sci Fi
"RESTOL, The Special Rescue Squad",Korean Animation
"RESTOL, The Special Rescue Squad",Original Work
Touma Kijin Den ONI,Action
Touma Kijin Den ONI,Supernatural
Touma Kijin Den ONI,Superpowers
Kirin no Monoshiri Yakata,Family Friendly
Kirin no Monoshiri Yakata,Short Episodes
Koukaku no Pandora: Pandoradio,Comedy
Koukaku no Pandora: Pandoradio,Sci Fi
Hakubunchou no Shiro,Animal Protagonists
Hakubunchou no Shiro,Birds
Hakubunchou no Shiro,Family Friendly
Hakubunchou no Shiro,Non-Human Protagonists
Hakubunchou no Shiro,Shorts
Hakubunchou no Shiro,CG Animation
Tang Lang Bu Chan,Chinese Animation
Tang Lang Bu Chan,Insects
Tang Lang Bu Chan,No Dialogue
Tang Lang Bu Chan,Shorts
Killing Me / Killing You PV,Fantasy
Killing Me / Killing You PV,Shounen
Killing Me / Killing You PV,Promotional
Killing Me / Killing You PV,Based on a Manga
Otousan wa Ai no Hito,Black and White
Otousan wa Ai no Hito,Family Life
Otousan wa Ai no Hito,No Dialogue
Otousan wa Ai no Hito,Promotional
Otousan wa Ai no Hito,Shorts
Mini Sengoku Basara: Chousokabe-kun to Mouri-kun,Comedy
Mini Sengoku Basara: Chousokabe-kun to Mouri-kun,Chibi
Mini Sengoku Basara: Chousokabe-kun to Mouri-kun,Feudal Japan
Mini Sengoku Basara: Chousokabe-kun to Mouri-kun,Historical
Mini Sengoku Basara: Chousokabe-kun to Mouri-kun,Samurai
Neko ga Kureta Marui Shiawase,Comedy
Neko ga Kureta Marui Shiawase,Slice of Life
Neko ga Kureta Marui Shiawase,Promotional
Neko ga Kureta Marui Shiawase,Short Episodes
Mafumafu: Saishuu Senkoku,Shinigami
Mafumafu: Saishuu Senkoku,Supernatural
Mafumafu: Saishuu Senkoku,Mature Themes
Mafumafu: Saishuu Senkoku,
Mafumafu: Saishuu Senkoku,Suicide
Arigatou,Family Friendly
Arigatou,Minna no Uta
Izumi Makura: Love,Abstract
Tekkaman Blade II: Virgin Memory,Action
Tekkaman Blade II: Virgin Memory,Mecha
Tekkaman Blade II: Virgin Memory,Sci Fi
Tekkaman Blade II: Virgin Memory,Aliens
Tekkaman Blade II: Virgin Memory,Original Work
Nyanko Days,Comedy
Nyanko Days,Slice of Life
Nyanko Days,Animal Characteristics
Nyanko Days,Cats
Nyanko Days,Non-Human Protagonists
Nyanko Days,Pets
Nyanko Days,Short Episodes
Nyanko Days,Based on a Manga
Bump of Chicken: Bouen no March,Music
Bump of Chicken: Bouen no March,Rock Music
Kao Corporation CM: Kirei Tsunagaru Mainichi e,Fantasy
Kao Corporation CM: Kirei Tsunagaru Mainichi e,Commercials
Kao Corporation CM: Kirei Tsunagaru Mainichi e,Promotional
Kao Corporation CM: Kirei Tsunagaru Mainichi e,Short Episodes
iMarine Project: Stand up! Blaze up!,Idols
iMarine Project: Stand up! Blaze up!,CG Animation
kemu: Reincarnation,Vocaloid
Girlish Number,Comedy
Girlish Number,Drama
Girlish Number,Anime Industry
Girlish Number,Coworkers
Girlish Number,Idols
Girlish Number,Showbiz
Girlish Number,Voice Acting
Girlish Number,Work Life
Onii-chan Dakedo Ai Sae Areba Kankeinai yo ne!,Comedy
Onii-chan Dakedo Ai Sae Areba Kankeinai yo ne!,Ecchi
Onii-chan Dakedo Ai Sae Areba Kankeinai yo ne!,Harem
Onii-chan Dakedo Ai Sae Areba Kankeinai yo ne!,Romance
Onii-chan Dakedo Ai Sae Areba Kankeinai yo ne!,Brother Complex
Onii-chan Dakedo Ai Sae Areba Kankeinai yo ne!,Siblings
Onii-chan Dakedo Ai Sae Areba Kankeinai yo ne!,Based on a Light Novel
Onii-chan Dakedo Ai Sae Areba Kankeinai yo ne!,Incest
Onii-chan Dakedo Ai Sae Areba Kankeinai yo ne!,
Onii-chan Dakedo Ai Sae Areba Kankeinai yo ne!,Mature Themes
E's Otherwise,Psychic Powers
E's Otherwise,Superpowers
Gainatamager,Comedy
Gainatamager,Sci Fi
Gainatamager,Chibi
Gainatamager,Henshin Heroes
Gainatamager,Short Episodes
Gainatamager,Superheroes
Gainatamager,Superpowers
Sengoku Basara Movie: 4-Koma Gekijou - Another Last Party,Comedy
Sengoku Basara Movie: 4-Koma Gekijou - Another Last Party,Chibi
Sengoku Basara Movie: 4-Koma Gekijou - Another Last Party,Feudal Japan
Sengoku Basara Movie: 4-Koma Gekijou - Another Last Party,Samurai
Sengoku Basara Movie: 4-Koma Gekijou - Another Last Party,Short Episodes
Fate/Kaleid Liner Prisma Illya Specials,Fantasy
Fate/Kaleid Liner Prisma Illya Specials,Magical Girl
Fate/Kaleid Liner Prisma Illya Specials,Shounen
Fate/Kaleid Liner Prisma Illya Specials,Contemporary Fantasy
Fate/Kaleid Liner Prisma Illya Specials,Henshin Heroes
Fate/Kaleid Liner Prisma Illya Specials,Magic
Fate/Kaleid Liner Prisma Illya Specials,Urban Fantasy
Fate/Kaleid Liner Prisma Illya Specials,Based on a Manga
Marco,19th Century
Marco,Historical
Marco,World Masterpiece Theater
Marco,Based on a Novel
Tsukumo,Shorts
Tsukumo,Supernatural
Tsukumo,CG Animation
Tsukumo,Original Work
"Papa Datte, Shitai",BL
"Papa Datte, Shitai",Romance
"Papa Datte, Shitai",Yaoi
"Papa Datte, Shitai",Adult Couples
"Papa Datte, Shitai",Boss-Employee Relationship
"Papa Datte, Shitai",Mature Romance
"Papa Datte, Shitai",Short Episodes
"Papa Datte, Shitai",Single Parent
"Papa Datte, Shitai",Smut
"Papa Datte, Shitai",Based on a Manga
"Papa Datte, Shitai",Explicit Sex
Hitori no Shita: The Outcast,Action
Hitori no Shita: The Outcast,Martial Arts
Hitori no Shita: The Outcast,Supernatural
Hitori no Shita: The Outcast,Superpowers
Hitori no Shita: The Outcast,Zombies
Hitori no Shita: The Outcast,Based on a Manga
Hitori no Shita: The Outcast,Violence
Happy Lesson,Comedy
Happy Lesson,Harem
Happy Lesson,Romance
Happy Lesson,School Life
Happy Lesson,Based on a Manga
Kaminari Boy Pikkaribee,Adventure
Kaminari Boy Pikkaribee,Comedy
Kaminari Boy Pikkaribee,Sci Fi
Kaminari Boy Pikkaribee,Original Work
Unbreakable Machine-Doll Specials,Ecchi
Unbreakable Machine-Doll Specials,Fantasy
Unbreakable Machine-Doll Specials,Cyborgs
Unbreakable Machine-Doll Specials,Magic
Unbreakable Machine-Doll Specials,Magic School
Unbreakable Machine-Doll Specials,Master-Servant Relationship
Unbreakable Machine-Doll Specials,Based on a Light Novel
Unbreakable Machine-Doll Specials,Nudity
Megane na Kanojo,Comedy
Megane na Kanojo,Romance
Megane na Kanojo,Episodic
Ganbare! Lulu Lolo,Animal Protagonists
Ganbare! Lulu Lolo,Bears
Ganbare! Lulu Lolo,Family Friendly
Ganbare! Lulu Lolo,Non-Human Protagonists
Ganbare! Lulu Lolo,Short Episodes
Ehon Yose,Horror
Ehon Yose,Historical
Ehon Yose,Short Episodes
Lalala Lala-chan: Uchuu ni Muchuu,Adventure
Lalala Lala-chan: Uchuu ni Muchuu,Fantasy
Lalala Lala-chan: Uchuu ni Muchuu,Animal Protagonists
Lalala Lala-chan: Uchuu ni Muchuu,Anthropomorphic
Lalala Lala-chan: Uchuu ni Muchuu,Family Friendly
Lalala Lala-chan: Uchuu ni Muchuu,Non-Human Protagonists
Lalala Lala-chan: Uchuu ni Muchuu,Short Episodes
Lalala Lala-chan: Lala to Mainichi,Adventure
Lalala Lala-chan: Lala to Mainichi,Fantasy
Lalala Lala-chan: Lala to Mainichi,Animal Protagonists
Lalala Lala-chan: Lala to Mainichi,Anthropomorphic
Lalala Lala-chan: Lala to Mainichi,Family Friendly
Lalala Lala-chan: Lala to Mainichi,Non-Human Protagonists
Lalala Lala-chan: Lala to Mainichi,Short Episodes
Fujoshi no Hinkaku,Comedy
Fujoshi no Hinkaku,Fujoshi
Fujoshi no Hinkaku,Flash Animation
Fujoshi no Hinkaku,Original Work
Kagi-nado,Comedy
Kagi-nado,Slice of Life
Kagi-nado,Chibi
Kagi-nado,Crossover
Kagi-nado,Short Episodes
Kagi-nado,Based on a Visual Novel
Patalliro!,BL
Patalliro!,Comedy
Patalliro!,Shoujo
Patalliro!,Shounen-ai
Patalliro!,Based on a Manga
Katana Maidens: Tomoshibi,Action
Katana Maidens: Tomoshibi,Monsters
Katana Maidens: Tomoshibi,Supernatural
Katana Maidens: Tomoshibi,Swordplay
Katana Maidens: Tomoshibi,Based on a Mobile Game
Silent Mobius,Sci Fi
Silent Mobius,Shounen
Silent Mobius,Police
Silent Mobius,Post-apocalyptic
Silent Mobius,Superpowers
Silent Mobius,Based on a Manga
Case File nº221: Kabukicho OVA,Mystery
Case File nº221: Kabukicho OVA,Detectives
Case File nº221: Kabukicho OVA,Sherlock Holmes
Case File nº221: Kabukicho OVA,Based on a Novel
Magic User's Club,Comedy
Magic User's Club,Magic
Magic User's Club,Original Work
Shuffle! Memories,Comedy
Shuffle! Memories,Harem
Shuffle! Memories,Based on an Eroge
Shuffle! Memories,Based on a Visual Novel
Joker Game: Kuroneko Yoru no Bouken,Mystery
Joker Game: Kuroneko Yoru no Bouken,Historical
Joker Game: Kuroneko Yoru no Bouken,Military
Joker Game: Kuroneko Yoru no Bouken,War
Joker Game: Kuroneko Yoru no Bouken,World War 2
Joker Game: Kuroneko Yoru no Bouken,Based on a Novel
BlazBlue: Alter Memory Specials,Comedy
BlazBlue: Alter Memory Specials,Picture Drama
BlazBlue: Alter Memory Specials,Based on a Video Game
Transformers: Super-God Masterforce,Action
Transformers: Super-God Masterforce,Mecha
Transformers: Super-God Masterforce,Sci Fi
Transformers: Super-God Masterforce,Combining Mecha
Transformers: Super-God Masterforce,Non-Human Protagonists
Transformers: Super-God Masterforce,Robots
Transformers: Super-God Masterforce,Sentient Mecha
Transformers: Super-God Masterforce,Super Robot
Transformers: Super-God Masterforce,Transforming Mecha
Transformers: Super-God Masterforce,War
Dagashi Kashi,Comedy
Dagashi Kashi,Shounen
Dagashi Kashi,Slice of Life
Dagashi Kashi,Countryside
Dagashi Kashi,Food and Beverage
Dagashi Kashi,Based on a Manga
Binchou-tan,Comedy
Binchou-tan,Slice of Life
Binchou-tan,Anthropomorphic
Binchou-tan,Chibi
Binchou-tan,Countryside
Binchou-tan,Family Friendly
Binchou-tan,Iyashikei
Binchou-tan,Short Episodes
Binchou-tan,Based on a Manga
Samurai After,Comedy
Samurai After,Ecchi
Samurai After,Harem
Samurai After,Feudal Japan
Samurai After,Samurai
Samurai After,Based on a Light Novel
Samurai After,Nudity
Samurai After,
Samurai After,Sexual Content
Hinako Note,Comedy
Hinako Note,Ecchi
Hinako Note,Slice of Life
Hinako Note,Boarding House
Hinako Note,Chibi
Hinako Note,Lifestyle Change
Hinako Note,Neighbors
Hinako Note,School Club
Hinako Note,School Life
Hinako Note,Based on a 4-Koma Manga
Hinako Note,Based on a Manga
Carnage,Japan Animator's Exhibition
Carnage,Revenge
Carnage,Shorts
Carnage,Western
Carnage,Explicit Violence
Carnage,
Carnage,Nudity
Fate/Extra CCC OP,Fantasy
Fate/Extra CCC OP,Opening Animation
Fate/Extra CCC OP,Promotional
Fate/Extra CCC OP,Based on a Video Game
Pastel＊Palettes: Karakuri Pierrot,Idols
Ruin Explorers,Adventure
Ruin Explorers,Comedy
Ruin Explorers,Fantasy
Ruin Explorers,Shounen
Ruin Explorers,Magic
Ruin Explorers,Treasure Hunters
Ruin Explorers,Based on a Manga
Ruin Explorers,Violence
Zenonzard The Animation Episode 0,Sci Fi
Zenonzard The Animation Episode 0,Card Battles
Zenonzard The Animation Episode 0,Based on a Mobile Game
Le Portrait de Petit Cossette,Horror
Le Portrait de Petit Cossette,Romance
Le Portrait de Petit Cossette,Melancholy
Le Portrait de Petit Cossette,Psychological
Le Portrait de Petit Cossette,Star-Crossed Lovers
Le Portrait de Petit Cossette,Supernatural
Le Portrait de Petit Cossette,Original Work
Le Portrait de Petit Cossette,Violence
Bean Bandit,Action
Bean Bandit,Seinen
Bean Bandit,Bounty Hunters
Bean Bandit,Guns
Bean Bandit,Based on a Manga
Aimer: Kyou kara Omoide,Drama
Aimer: Kyou kara Omoide,Slice of Life
Aimer: Kyou kara Omoide,Melancholy
Chi's Sweet Adventure 2nd Season,Comedy
Chi's Sweet Adventure 2nd Season,Seinen
Chi's Sweet Adventure 2nd Season,Slice of Life
Chi's Sweet Adventure 2nd Season,Animal Protagonists
Chi's Sweet Adventure 2nd Season,Cats
Chi's Sweet Adventure 2nd Season,Family Friendly
Chi's Sweet Adventure 2nd Season,Non-Human Protagonists
Chi's Sweet Adventure 2nd Season,Pets
Chi's Sweet Adventure 2nd Season,Short Episodes
Chi's Sweet Adventure 2nd Season,Based on a Manga
Chi's Sweet Adventure 2nd Season,CG Animation
iMarine Project: Sea Breeze MMD,CG Animation
Moero Arthur: Hakuba no Ouji,Action
Moero Arthur: Hakuba no Ouji,Adventure
Moero Arthur: Hakuba no Ouji,Europe
Moero Arthur: Hakuba no Ouji,Historical
SCL Project: The Last Supper,Vocaloid
Mini Vanguard 2,Comedy
Mini Vanguard 2,Chibi
Mini Vanguard 2,Parody
Mini Vanguard 2,Short Episodes
Mini Vanguard 2,Based on a Card Game
Mini Vanguard 2,Flash Animation
Xabungle Graffiti,Mecha
Xabungle Graffiti,Sci Fi
Xabungle Graffiti,Recap
Race Eizou-hen,Sports
Race Eizou-hen,Commercials
Race Eizou-hen,Promotional
Race Eizou-hen,Racing
Race Eizou-hen,Short Episodes
Watashi to Kotori to Suzu to,Family Friendly
Watashi to Kotori to Suzu to,Minna no Uta
In Search of the Lost Future OVA,Drama
In Search of the Lost Future OVA,Romance
In Search of the Lost Future OVA,School Life
In Search of the Lost Future OVA,Based on an Eroge
In Search of the Lost Future OVA,Based on a Visual Novel
Fussa City Promotion Animation,Slice of Life
Fussa City Promotion Animation,Alcohol
Fussa City Promotion Animation,Food and Beverage
Fussa City Promotion Animation,Promotional
Fussa City Promotion Animation,Short Episodes
Fussa City Promotion Animation,Tourism
Kubbe Kort Animasjon,Fantasy
Kubbe Kort Animasjon,Slice of Life
Kubbe Kort Animasjon,Anthropomorphic
Kubbe Kort Animasjon,Family Friendly
Kubbe Kort Animasjon,Short Episodes
Kubbe Kort Animasjon,Based on a Picture Book
Yasashi-sa no Tamatebako,Animal Protagonists
Yasashi-sa no Tamatebako,Anthropomorphic
Yasashi-sa no Tamatebako,Minna no Uta
Yasashi-sa no Tamatebako,Non-Human Protagonists
Natsu Koibana,Family Friendly
Natsu Koibana,Minna no Uta
Spookiz Season 2,Comedy
Spookiz Season 2,Crude
Spookiz Season 2,Demons
Spookiz Season 2,Episodic
Spookiz Season 2,Family Friendly
Spookiz Season 2,Korean Animation
Spookiz Season 2,Monsters
Spookiz Season 2,School Life
Spookiz Season 2,Short Episodes
Spookiz Season 2,Supernatural
Spookiz Season 2,Vampires
Spookiz Season 2,Zombies
Spookiz Season 2,CG Animation
Rilakkuma: Korilakkuma Cat,Animal Protagonists
Rilakkuma: Korilakkuma Cat,Bears
Rilakkuma: Korilakkuma Cat,Cats
Rilakkuma: Korilakkuma Cat,No Dialogue
Rilakkuma: Korilakkuma Cat,Non-Human Protagonists
Rilakkuma: Korilakkuma Cat,Promotional
Rilakkuma: Korilakkuma Cat,San-X Characters
Rilakkuma: Korilakkuma Cat,Shorts
Rilakkuma: Hachimitsu no Mori no Shuukaku-sai,Animal Protagonists
Rilakkuma: Hachimitsu no Mori no Shuukaku-sai,Bears
Rilakkuma: Hachimitsu no Mori no Shuukaku-sai,No Dialogue
Rilakkuma: Hachimitsu no Mori no Shuukaku-sai,Non-Human Protagonists
Rilakkuma: Hachimitsu no Mori no Shuukaku-sai,Promotional
Rilakkuma: Hachimitsu no Mori no Shuukaku-sai,San-X Characters
Rilakkuma: Hachimitsu no Mori no Shuukaku-sai,Shorts
Youkaiden Nekome Kozou,Horror
Youkaiden Nekome Kozou,Seinen
Youkaiden Nekome Kozou,Based on a Manga
Qing Chi Hong Xiaodou Ba! Di Er Ji,Comedy
Qing Chi Hong Xiaodou Ba! Di Er Ji,Chinese Animation
Qing Chi Hong Xiaodou Ba! Di Er Ji,Food Protagonists
Qing Chi Hong Xiaodou Ba! Di Er Ji,Non-Human Protagonists
Gararin to Gororin,Family Friendly
Gararin to Gororin,Stop Motion Animation
eX-Driver,Action
eX-Driver,Cars
eX-Driver,Original Work
Iii Icecrin,Fantasy
Iii Icecrin,Animal Protagonists
Iii Icecrin,Anthropomorphic
Iii Icecrin,Family Friendly
Iii Icecrin,Food Protagonists
Iii Icecrin,Non-Human Protagonists
Iii Icecrin,Short Episodes
Iii Icecrin,Original Work
Last Note: Hello Laughter,Vocaloid
Urameshi Denwa,Comedy
Urameshi Denwa,Family Friendly
Urameshi Denwa,Shorts
Seton Doubutsuki,Adventure
Seton Doubutsuki,Animal Protagonists
Seton Doubutsuki,Episodic
Seton Doubutsuki,Non-Human Protagonists
Seton Doubutsuki,Based on a Novel
Fure! Fure! Daijoubu!,Family Friendly
Fure! Fure! Daijoubu!,Minna no Uta
Get Up! Get Live!,Comedy
Get Up! Get Live!,Chibi
Get Up! Get Live!,Short Episodes
Tenpou Suikoden Neo,Based on a Song
Tenpou Suikoden Neo,Historical
Tenpou Suikoden Neo,Person in a Strange World
Tenpou Suikoden Neo,Short Episodes
Tenpou Suikoden Neo,Time Travel
Natane Shigure,Minna no Uta
Araiguma Rascal,Drama
Araiguma Rascal,America
Araiguma Rascal,Autobiographies
Araiguma Rascal,Coming of Age
Araiguma Rascal,Countryside
Araiguma Rascal,Historical
Araiguma Rascal,World Masterpiece Theater
Araiguma Rascal,Based on a Novel
Plus Kouji,Animal Protagonists
Plus Kouji,Anthropomorphic
Plus Kouji,Commercials
Plus Kouji,Family Friendly
Plus Kouji,Koalas
Plus Kouji,Non-Human Protagonists
Plus Kouji,Promotional
Plus Kouji,Short Episodes
Oshiri Tantei,Comedy
Oshiri Tantei,Mystery
Oshiri Tantei,Detectives
Oshiri Tantei,Family Friendly
Oshiri Tantei,Based on a Picture Book
Takayan: Jibun no Koto ga Daikirai na Onnanoko no Kyoku,Action
Takayan: Jibun no Koto ga Daikirai na Onnanoko no Kyoku,Superpowers
Mother of the Goddess' Dormitory,Comedy
Mother of the Goddess' Dormitory,Ecchi
Mother of the Goddess' Dormitory,Harem
Mother of the Goddess' Dormitory,Romance
Mother of the Goddess' Dormitory,Shounen
Mother of the Goddess' Dormitory,Boarding House
Mother of the Goddess' Dormitory,Neighbors
Mother of the Goddess' Dormitory,Based on a Manga
Mother of the Goddess' Dormitory,Nudity
Wanpaku Tanteidan,Action
Kawa wa Dare no Mono?,Family Friendly
Kawa wa Dare no Mono?,Minna no Uta
Children of Ether,Action
Children of Ether,Drama
Children of Ether,Sci Fi
Children of Ether,Dystopia
Children of Ether,Shorts
Children of Ether,Supernatural
Children of Ether,Swordplay
Children of Ether,Original Work
Barbapapa,Fantasy
Barbapapa,Family Friendly
Barbapapa,Short Episodes
The [email protected]: Cinderella Girls Theater 3rd Season,Slice of Life
The [email protected]: Cinderella Girls Theater 3rd Season,Chibi
The [email protected]: Cinderella Girls Theater 3rd Season,Idols
The [email protected]: Cinderella Girls Theater 3rd Season,Music
The [email protected]: Cinderella Girls Theater 3rd Season,Short Episodes
Miniforce,Action
Miniforce,Animal Protagonists
Miniforce,Family Friendly
Miniforce,Korean Animation
Miniforce,Non-Human Protagonists
Miniforce,Superheroes
Miniforce,CG Animation
Voltron: Fleet of Doom,Mecha
Ace wo Nerae! Final Stage,Shoujo
Ace wo Nerae! Final Stage,Sports
Ace wo Nerae! Final Stage,Tennis
Ace wo Nerae! Final Stage,Based on a Manga
Naruto Special 1: Find the Crimson Four-leaf Clover!,Action
Naruto Special 1: Find the Crimson Four-leaf Clover!,Comedy
Naruto Special 1: Find the Crimson Four-leaf Clover!,Romance
Naruto Special 1: Find the Crimson Four-leaf Clover!,Shounen
Naruto Special 1: Find the Crimson Four-leaf Clover!,Ninja
Naruto Special 1: Find the Crimson Four-leaf Clover!,Shorts
Naruto Special 1: Find the Crimson Four-leaf Clover!,Based on a Manga
Dr. Slump: Arale-chan - Penguin Mura no Shouboutai,Comedy
Dr. Slump: Arale-chan - Penguin Mura no Shouboutai,Educational
Dr. Slump: Arale-chan - Penguin Mura no Shouboutai,Family Friendly
Dr. Slump: Arale-chan - Penguin Mura no Shouboutai,Gag
Dr. Slump: Arale-chan - Penguin Mura no Shouboutai,Slapstick
Zhu Zhu Xia Movie 2: Yong Chuang Juren Dao,Adventure
Zhu Zhu Xia Movie 2: Yong Chuang Juren Dao,Animal Protagonists
Zhu Zhu Xia Movie 2: Yong Chuang Juren Dao,Anthropomorphic
Zhu Zhu Xia Movie 2: Yong Chuang Juren Dao,Chinese Animation
Zhu Zhu Xia Movie 2: Yong Chuang Juren Dao,Family Friendly
Zhu Zhu Xia Movie 2: Yong Chuang Juren Dao,Non-Human Protagonists
Zhu Zhu Xia Movie 2: Yong Chuang Juren Dao,Pigs
Zhu Zhu Xia Movie 2: Yong Chuang Juren Dao,Based on a Fairy Tale
Zhu Zhu Xia Movie 2: Yong Chuang Juren Dao,CG Animation
Chingou Muchabee,Adventure
Chingou Muchabee,Comedy
Chingou Muchabee,Black and White
Chingou Muchabee,Gag
Chingou Muchabee,Based on a Manga
Pochitto Hatsumei: Pikachin-Kit Episode 0,Comedy
Pochitto Hatsumei: Pikachin-Kit Episode 0,Sci Fi
Pochitto Hatsumei: Pikachin-Kit Episode 0,Shounen
Koihime Musou,Adventure
Koihime Musou,Ecchi
Koihime Musou,Ancient China
Koihime Musou,Martial Arts
Koihime Musou,Romance of the Three Kingdoms
Koihime Musou,Based on an Eroge
Koihime Musou,Based on a Visual Novel
Generation of Chaos Prologue,Action
Generation of Chaos Prologue,Adventure
Generation of Chaos Prologue,Fantasy
Generation of Chaos Prologue,Demons
Generation of Chaos Prologue,Monsters
Generation of Chaos Prologue,RPG
Generation of Chaos Prologue,Swordplay
Generation of Chaos Prologue,Based on a Video Game
Spellbound! Magical Princess Lilpri,Fantasy
Spellbound! Magical Princess Lilpri,Magical Girl
Spellbound! Magical Princess Lilpri,Family Friendly
Spellbound! Magical Princess Lilpri,Henshin Heroes
Spellbound! Magical Princess Lilpri,Idols
Spellbound! Magical Princess Lilpri,Magic
Spellbound! Magical Princess Lilpri,Music
Spellbound! Magical Princess Lilpri,Based on a Video Game
Battle Spirits: Burning Soul,Card Battles
Battle Spirits: Burning Soul,Based on a Card Game
Ten,Shorts
Kiitaro's youkai picture diary Special,Comedy
Kiitaro's youkai picture diary Special,Ecchi
Kiitaro's youkai picture diary Special,Seinen
Kiitaro's youkai picture diary Special,Japanese Mythology
Kiitaro's youkai picture diary Special,Supernatural
Kiitaro's youkai picture diary Special,Youkai
Kiitaro's youkai picture diary Special,Based on a Manga
Super Dimension Century Orguss,Action
Super Dimension Century Orguss,Adventure
Super Dimension Century Orguss,Fantasy
Super Dimension Century Orguss,Mecha
Super Dimension Century Orguss,Sci Fi
Super Dimension Century Orguss,Military
Super Dimension Century Orguss,Person in a Strange World
Super Dimension Century Orguss,Time Travel
